,Unnamed: 0,hostname,pl_mass (Mj),pl_mass_max,pl_mass_min,pl_mass_limflag,pl_orb_period,pl_orb_per_max,pl_orb_per_min,pl_orb_per_limflag,pl_semImjr_axis,pl_semImjr_axis_max,pl_semImjr_axis_min,pl_semImjr_axisax_limflag,[Fe/H]
1586,1586,K2-62,0.0164,,,0.0,16.1966,0.0012,-0.0012,0,0.1148,0.0025,-0.0025,0.0,-0.29
1587,1587,K2-63,0.0329,,,0.0,20.257,0.0072,-0.0072,0,0.1627,0.0097,-0.0097,0.0,
1588,1588,K2-63,0.0455,,,0.0,25.4556,0.0047,-0.0047,0,0.189,0.011,-0.011,0.0,
1589,1589,K2-64,0.0155,,,0.0,6.53044,0.00067,-0.00067,0,0.0619,0.0019,-0.0019,0.0,
1590,1590,K2-65,0.00982,,,0.0,12.6475,0.0013,-0.0013,0,0.1014,0.0039,-0.0039,0.0,-0.34
1591,1591,K2-66,0.06702,0.01133,-0.01133,0.0,5.06963,0.00081,-0.00081,0,0.05983,0.00072,-0.00072,0.0,-0.04
1592,1592,K2-68,0.00982,,,0.0,8.05428,0.00082,-0.00082,0,0.0708,0.0031,-0.0031,0.0,-0.21
1593,1593,K2-69,0.0189,,,0.0,7.06599,0.0005,-0.0005,0,0.0591,0.0025,-0.0025,0.0,
1594,1594,K2-7,0.0239,,,0.0,28.67992,0.00947,-0.00947,0,0.1814,0.0043,-0.0043,0.0,-0.26
1595,1595,K2-70,0.0274,,,0.0,13.97896,0.00095,-0.00095,0,0.1112,0.004,-0.004,0.0,0.06
1596,1596,K2-71,0.0166,,,0.0,6.98541,0.00075,-0.00075,0,0.0559,0.0025,-0.0025,0.0,
1597,1597,K2-72,0.00403,,,0.0,5.577212,0.000417,-0.000419,0,0.04,0.004,-0.005,0.0,-0.27
1598,1598,K2-72,0.00521,,,0.0,15.189034,0.003128,-0.003149,0,0.078,0.007,-0.01,0.0,-0.27
1599,1599,K2-72,0.00317,,,0.0,7.760178,0.001496,-0.001496,0,0.05,0.004,-0.006,0.0,-0.27
1600,1600,K2-72,0.00696,,,0.0,24.158868,0.003726,-0.00385,0,0.106,0.009,-0.013,0.0,-0.27
1601,1601,K2-73,0.0207,,,0.0,7.49543,0.00059,-0.00059,0,0.07619,0.00072,-0.00072,0.0,0.09
1602,1602,K2-74,0.0187,,,0.0,19.5666,0.0033,-0.0033,0,0.1402,0.0015,-0.0015,0.0,-0.21
1603,1603,K2-75,0.0239,,,0.0,7.8142,0.0021,-0.0021,0,0.081,0.0014,-0.0014,0.0,0.3
1604,1604,K2-75,0.0255,,,0.0,18.311,0.014,-0.014,0,0.1429,0.0025,-0.0025,0.0,0.3
1606,1606,K2-79,0.02895,0.00755,-0.00755,0.0,10.9947,0.00047,-0.00047,0,0.0988,0.0017,-0.0023,0.0,0.04
1607,1607,K2-8,0.0394,,,0.0,10.35239,0.00086,-0.00086,0,0.0856,0.0014,-0.0014,0.0,0.0
1608,1608,K2-8,0.0201,,,0.0,5.06416,0.00041,-0.00041,0,0.0532,0.0009,-0.0009,0.0,0.0
1609,1609,K2-80,0.0148,,,0.0,19.0918,0.0064,-0.0064,0,0.135,0.004,-0.004,0.0,0.07
1610,1610,K2-80,0.00869,,,0.0,5.605,0.0011,-0.0011,0,0.0596,0.0018,-0.0018,0.0,0.07
1611,1611,K2-80,0.0222,,,0.0,28.867253,0.00514,-0.004625,0,,,,,0.07
1612,1612,K2-81,0.0143,,,0.0,6.102325,0.00039,-0.000407,0,0.059,0.002,-0.002,0.0,
1613,1613,K2-83,0.00654,,,0.0,2.74697,0.00018,-0.00018,0,0.03014,0.00041,-0.00041,0.0,-1.07
1614,1614,K2-83,0.00882,,,0.0,9.99767,0.00081,-0.00081,0,0.07131,0.00096,-0.00096,0.0,-1.07
1615,1615,K2-84,0.0201,,,0.0,6.4215,0.00056,-0.00056,0,0.0665,0.0016,-0.0016,0.0,
1616,1616,K2-84,0.015,,,0.0,27.86,0.0052,-0.0052,0,0.1768,0.0043,-0.0043,0.0,
1617,1617,K2-85,0.00588,,,0.0,0.684559,1e-05,-1e-05,0,0.013,0.0,0.0,0.0,-0.14
1618,1618,K2-86,0.0142,,,0.0,8.77683,0.00098,-0.00098,0,0.077,0.0026,-0.0026,0.0,-0.37
1619,1619,K2-87,0.141,,,0.0,9.726618,5.5e-05,-5.5e-05,0,0.094,0.001,-0.001,0.0,0.33
1620,1620,K2-88,0.00642,,,0.0,4.6122,0.00018,-0.00018,0,0.0345,0.003,-0.003,0.0,
1621,1621,K2-89,0.00053,,,0.0,1.096026,6.5e-05,-6.5e-05,0,0.01462,0.00051,-0.00051,0.0,
1622,1622,K2-9,0.0179,,,0.0,18.4498,0.0015,-0.0015,0,0.091,0.013,-0.016,0.0,-0.46
1623,1623,K2-90,0.0229,,,0.0,13.733314,8.3e-05,-9.9e-05,0,0.096,0.001,-0.001,0.0,-0.23
1624,1624,K2-90,0.00705,,,0.0,2.900706,0.000331,-0.000319,0,0.035,0.001,-0.001,0.0,-0.23
1625,1625,K2-91,0.0043,,,0.0,1.419549,7.1e-05,-7.1e-05,0,0.0164,0.0011,-0.0011,0.0,
1626,1626,K2-95,0.0345,,,0.0,10.1346454,1.21e-05,-1.23e-05,0,0.0525,0.0059,-0.0108,0.0,0.14
1628,1628,K2-98,0.10131,0.02549,-0.02549,0.0,10.136448,0.000609,-0.000591,0,0.0974,0.0009,-0.0009,0.0,-0.04
1632,1632,KELT-11,0.171,0.015,-0.015,0.0,4.7361,3e-05,-3e-05,0,0.06229,0.00088,-0.00076,0.0,0.28
1653,1653,KOI-142,0.03,0.0036,-0.0036,0.0,10.91647,0.00014,-0.00014,0,0.098,,,0.0,0.21
1656,1656,KOI-1599,0.01447,0.00094,-0.00094,0.0,20.4415,0.0013,-0.0013,0,0.14728,,,0.0,0.05
1657,1657,KOI-1599,0.02832,0.00094,-0.00094,0.0,13.6088,0.0006,-0.0006,0,0.112293,,,0.0,0.05
1658,1658,KOI-1783,0.22339,0.03524,-0.02895,0.0,134.4628,0.0033,-0.0035,0,0.5135,,,0.0,0.11
1659,1659,KOI-1783,0.0472,0.01353,-0.01133,0.0,284.215,0.026,-0.021,0,0.8453,,,0.0,0.11
1660,1660,Kepler-324,0.00702,0.00157,-0.00264,0.0,34.169,,,0,0.1949,,,0.0,0.18
1661,1661,Kepler-324,0.00489,,,0.0,4.385315,2.5e-05,-2.5e-05,0,0.05,,,0.0,0.18
1662,1662,Kepler-324,0.0317,,,0.0,51.805612,0.000314,-0.000314,0,0.26,,,0.0,0.18
1663,1663,Kepler-324,0.0151,,,0.0,13.97939968,,,0,0.1074,,,0.0,0.18
1664,1664,Kepler-968,0.03467,,,1.0,7.685,,,0,0.0634,,,0.0,0.13
1665,1665,Kepler-968,0.0147,,,0.0,3.69298373,3.61e-06,-3.61e-06,0,0.0389,,,0.0,0.13
1666,1666,Kepler-968,0.011,,,0.0,5.70940492,9.54e-06,-9.54e-06,0,0.052,,,0.0,0.13
1668,1668,KOI-3503,0.02895,,,1.0,21.185,,,0,0.1462,,,0.0,
1669,1669,KOI-3503,0.0326,,,1.0,31.828,,,0,0.1911,,,0.0,
1670,1670,KOI-351,0.00714,,,0.0,7.008151,1.9e-05,-1.9e-05,0,0.074,0.016,-0.016,0.0,0.15
1671,1671,KOI-351,0.0057,,,0.0,8.719375,2.7e-05,-2.7e-05,0,0.089,0.012,-0.012,0.0,0.15
1672,1672,KOI-351,0.0271,,,0.0,59.73667,0.00038,-0.00038,0,0.32,0.05,-0.05,0.0,0.15
1673,1673,KOI-351,0.0238,,,0.0,91.93913,0.00073,-0.00073,0,0.42,0.06,-0.06,0.0,0.15
1674,1674,KOI-351,0.0272,,,0.0,124.9144,0.0019,-0.0019,0,0.48,0.09,-0.09,0.0,0.15
1677,1677,KOI-351,0.00724,,,0.0,14.44912,0.0002,-0.0002,0,,,,,0.15
1680,1680,KOI-984,0.0537,,,0.0,4.2881785,3.5e-06,-3.5e-06,0,0.0504,0.0006,-0.0006,0.0,0.12
1683,1683,Kapteyn,0.022,0.004,-0.003,0.0,121.54,0.25,-0.25,0,0.311,0.038,-0.014,0.0,-0.89
1684,1684,Kepler-10,0.01026,0.00094,-0.00094,0.0,0.8374907,2e-07,-2e-07,0,0.01685,0.00013,-0.00013,0.0,-0.15
1685,1685,Kepler-10,0.03587,0.00409,-0.00409,0.0,45.294301,4.8e-05,-4.8e-05,0,0.241,0.0019,-0.0019,0.0,-0.15
1686,1686,Kepler-10,0.0399,0.00705,-0.00705,0.0,151.04,0.45,-0.45,0,0.5379,0.0044,-0.0044,0.0,-0.15
1687,1687,Kepler-100,0.023,0.01,-0.01,0.0,6.88705,,,0,0.072,,,0.0,0.1
1688,1688,Kepler-100,0.02218,,,1.0,12.8159,,,0,0.109,,,0.0,0.1
1689,1689,Kepler-100,0.00944,,,1.0,35.3331,,,0,0.2143,,,0.0,0.1
1690,1690,Kepler-1000,0.0639,,,0.0,120.0181272,0.0003628,-0.0003628,0,0.5337,,,0.0,0.1
1691,1691,Kepler-1001,0.0317,,,0.0,14.30511983,4.34e-05,-4.34e-05,0,0.1129,,,0.0,0.04
1692,1692,Kepler-1001,0.0098,,,0.0,9.18186,,,0,0.084,,,0.0,0.04
1693,1693,Kepler-1002,0.0112,,,0.0,4.33642933,6.95e-06,-6.95e-06,0,0.0564,,,0.0,0.12
1694,1694,Kepler-1003,0.012,,,0.0,3.55485691,6.71e-06,-6.71e-06,0,0.0444,,,0.0,-0.3
1695,1695,Kepler-1004,0.102,,,0.0,5.28789787,1.198e-05,-1.198e-05,0,0.0671,,,0.0,0.19
1696,1696,Kepler-1005,0.00899,,,0.0,6.49801525,1.32e-05,-1.32e-05,0,0.0669,,,0.0,0.02
1697,1697,Kepler-1006,0.0094,,,0.0,19.76172042,6.67e-05,-6.67e-05,0,0.1464,,,0.0,-0.4
1698,1698,Kepler-1007,0.00839,,,0.0,5.18500207,9.32e-06,-9.32e-06,0,0.048,,,0.0,0.03
1699,1699,Kepler-1008,0.00687,,,0.0,12.43931193,2.837e-05,-2.837e-05,0,0.0951,,,0.0,-0.03
1700,1700,Kepler-1009,0.0168,,,0.0,11.35011917,2.25e-05,-2.25e-05,0,0.0796,,,0.0,-0.12
1701,1701,Kepler-101,0.16,0.02,-0.01,0.0,3.4876812,7e-06,-7e-06,0,0.0474,0.001,-0.0008,0.0,0.39
1702,1702,Kepler-101,0.01,,,1.0,6.02976,7.5e-05,-7.5e-05,0,0.0684,0.0014,-0.0014,0.0,0.39
1703,1703,Kepler-1010,0.0189,,,0.0,34.2685705,0.0001181,-0.0001181,0,0.193,,,0.0,-0.01
1704,1704,Kepler-1011,0.0271,,,0.0,5.75322197,9.42e-06,-9.42e-06,0,0.0633,,,0.0,0.08
1705,1705,Kepler-1012,0.00696,,,0.0,5.50860439,1.151e-05,-1.151e-05,0,0.0585,,,0.0,0.23
1706,1706,Kepler-1013,0.0166,,,0.0,18.93054959,4.672e-05,-4.672e-05,0,0.137,,,0.0,0.04
1707,1707,Kepler-1014,0.0198,,,0.0,16.57110363,3.817e-05,-3.817e-05,0,0.121,,,0.0,-0.06
1708,1708,Kepler-1015,0.0388,,,0.0,16.00494214,4.175e-05,-4.175e-05,0,0.1396,,,0.0,0.03
1709,1709,Kepler-1016,0.017,,,0.0,1.95452434,3.31e-06,-3.31e-06,0,0.0307,,,0.0,0.04
1710,1710,Kepler-1016,0.0413,,,0.0,105.6551369,0.0005452,-0.0005452,0,0.4389,,,0.0,0.04
1711,1711,Kepler-1017,0.0145,,,0.0,7.23400469,1.433e-05,-1.433e-05,0,0.0702,,,0.0,0.2
1712,1712,Kepler-1018,0.0226,,,0.0,49.1013514,0.0001876,-0.0001876,0,0.253,,,0.0,-0.05
1713,1713,Kepler-1019,0.00859,,,0.0,1.41122985,7.5e-07,-7.5e-07,0,0.0221,,,0.0,0.01
1714,1714,Kepler-102,0.00346,,,1.0,5.286965,1.2e-05,-1.2e-05,0,0.05521,0.00049,-0.00049,0.0,0.11
1715,1715,Kepler-102,0.00535,,,1.0,7.071392,2.2e-05,-2.2e-05,0,0.06702,0.00059,-0.00059,0.0,0.11
1716,1716,Kepler-102,0.00944,0.00409,-0.00409,0.0,10.311767,4.1e-06,-4.1e-06,0,0.08618,0.00076,-0.00076,0.0,0.11
1717,1717,Kepler-102,0.01479,0.00566,-0.00566,0.0,16.1456994,2.2e-06,-2.2e-06,0,0.1162,0.001,-0.001,0.0,0.11
1718,1718,Kepler-102,0.01353,,,1.0,27.453592,6e-05,-6e-05,0,0.1656,0.0015,-0.0015,0.0,0.11
1719,1719,Kepler-1020,0.0183,,,0.0,96.9151496,0.0003632,-0.0003632,0,0.3878,,,0.0,-0.23
1720,1720,Kepler-1021,0.019,,,0.0,13.47469571,3.21e-05,-3.21e-05,0,0.1034,,,0.0,-0.05
1721,1721,Kepler-1022,0.0194,,,0.0,10.99469878,1.88e-05,-1.88e-05,0,0.0805,,,0.0,0.06
1722,1722,Kepler-1023,0.0233,,,0.0,62.1387714,0.0002199,-0.0002199,0,0.301,,,0.0,0.26
1723,1723,Kepler-1024,0.0457,,,0.0,66.4162133,0.0003538,-0.0003538,0,0.3033,,,0.0,-0.1
1724,1724,Kepler-1025,0.0144,,,0.0,37.3229493,0.0001363,-0.0001363,0,0.3344,,,0.0,-0.22
1725,1725,Kepler-1026,0.0174,,,0.0,36.5156053,0.0001037,-0.0001037,0,0.1977,,,0.0,-0.02
1726,1726,Kepler-1027,0.00201,,,0.0,1.9078052,2.46e-06,-2.46e-06,0,0.0295,,,0.0,0.05
1727,1727,Kepler-1028,0.00733,,,0.0,2.51462432,4.95e-06,-4.95e-06,0,0.0354,,,0.0,-0.09
1728,1728,Kepler-1029,0.00669,,,0.0,4.41769648,8.9e-06,-8.9e-06,0,0.047,,,0.0,0.01
1729,1729,Kepler-103,0.03083,0.01227,-0.01227,0.0,15.9653287,9.2e-06,-9.2e-06,0,0.13223,0.00085,-0.0013,0.0,0.07
1730,1730,Kepler-103,0.11956,0.05349,-0.05034,0.0,179.60978,0.0002,-0.0002,0,0.6639,0.0043,-0.0063,0.0,0.07
1731,1731,Kepler-1030,0.0211,,,0.0,19.32952416,7.474e-05,-7.474e-05,0,0.1338,,,0.0,-0.01
1732,1732,Kepler-1031,0.00186,,,0.0,1.22621732,4.51e-06,-4.51e-06,0,0.0218,,,0.0,0.03
1733,1733,Kepler-1032,0.0131,,,0.0,3.29011795,5.05e-06,-5.05e-06,0,0.0361,,,0.0,0.16
1734,1734,Kepler-1033,0.0215,,,0.0,7.56052806,2.405e-05,-2.405e-05,0,0.0761,,,0.0,0.06
1735,1735,Kepler-1034,0.018,,,0.0,12.12400943,3.32e-05,-3.32e-05,0,0.0965,,,0.0,-0.06
1736,1736,Kepler-1035,0.00537,,,0.0,2.71407755,3.71e-06,-3.71e-06,0,0.0386,,,0.0,0.19
1737,1737,Kepler-1036,0.0293,,,0.0,122.8808058,0.000709,-0.000709,0,0.4629,,,0.0,0.18
1738,1738,Kepler-1037,0.00687,,,0.0,1.06378867,1.26e-06,-1.26e-06,0,0.0198,,,0.0,-0.03
1739,1739,Kepler-1038,0.0384,,,0.0,148.4603382,0.0006894,-0.0006894,0,0.5238,,,0.0,-0.04
1740,1740,Kepler-1038,0.00816,,,0.0,7.1276598,,,0,0.0692,,,0.0,-0.04
1741,1741,Kepler-1039,0.00859,,,0.0,0.93488424,8.7e-07,-8.7e-07,0,0.0184,,,0.0,0.13
1742,1742,Kepler-104,0.062,0.046,-0.039,0.0,11.427548,1.5e-05,-1.5e-05,0,0.094,,,0.0,-0.42
1743,1743,Kepler-104,0.0313,,,0.0,23.668205,5.6e-05,-5.6e-05,0,0.153,,,0.0,-0.42
1744,1744,Kepler-104,0.0394,,,0.0,51.755394,0.00016,-0.00016,0,0.257,,,0.0,-0.42
1745,1745,Kepler-1040,0.0157,,,0.0,201.1214,0.001945,-0.001945,0,0.6559,,,0.0,0.09
1746,1746,Kepler-1041,0.0282,,,0.0,24.7576421,0.0001112,-0.0001112,0,0.1688,,,0.0,0.01
1747,1747,Kepler-1042,0.0171,,,0.0,10.13202575,3.028e-05,-3.028e-05,0,0.0756,,,0.0,-0.1
1748,1748,Kepler-1043,0.0221,,,0.0,38.5053398,0.0001785,-0.0001785,0,0.2159,,,0.0,-0.11
1749,1749,Kepler-1044,0.0239,,,0.0,6.77408868,1.867e-05,-1.867e-05,0,0.0741,,,0.0,0.04
1750,1750,Kepler-1045,0.0242,,,0.0,26.41045478,7.194e-05,-7.194e-05,0,0.1616,,,0.0,-0.03
1751,1751,Kepler-1046,0.0112,,,0.0,14.37508035,4.094e-05,-4.094e-05,0,0.1167,,,0.0,0.04
1752,1752,Kepler-1047,0.0158,,,0.0,56.1886887,0.0002756,-0.0002756,0,0.2939,,,0.0,0.29
1753,1753,Kepler-1047,0.00295,,,0.0,3.18897601,2.038e-05,-2.038e-05,0,0.0434,,,0.0,0.29
1754,1754,Kepler-1048,0.0101,,,0.0,6.92101021,2.415e-05,-2.415e-05,0,0.059,,,0.0,0.01
1755,1755,Kepler-1049,0.00254,,,0.0,3.27346074,5.31e-06,-5.31e-06,0,0.0349,,,0.0,-0.33
1756,1756,Kepler-105,0.016,0.02,-0.013,0.0,5.4122,2e-05,-2e-05,0,0.066,0.003,-0.003,0.0,-0.09
1757,1757,Kepler-105,0.01447,0.00289,-0.00267,0.0,7.1262,0.0002,-0.0002,0,0.0711,,,0.0,-0.09
1758,1758,Kepler-1050,0.01,,,0.0,15.3787546,6.915e-05,-6.915e-05,0,0.1313,,,0.0,0.1
1759,1759,Kepler-1050,0.00879,,,0.0,21.1284569,0.000112,-0.000112,0,0.1622,,,0.0,0.1
1760,1760,Kepler-1051,0.0361,,,0.0,25.96200249,8.634e-05,-8.634e-05,0,0.1891,,,0.0,-0.02
1761,1761,Kepler-1052,0.028,,,0.0,34.8538276,0.000126,-0.000126,0,0.2046,,,0.0,0.12
1762,1762,Kepler-1052,0.0186,,,0.0,180.921729,0.002826,-0.002826,0,0.6135,,,0.0,0.12
1763,1763,Kepler-1053,0.00284,,,0.0,2.41435165,2.54e-06,-2.54e-06,0,0.0315,,,0.0,0.1
1764,1764,Kepler-1054,0.0233,,,0.0,4.30655689,1.426e-05,-1.426e-05,0,0.054,,,0.0,0.35
1765,1765,Kepler-1055,0.00642,,,0.0,2.29503623,3.47e-06,-3.47e-06,0,0.0331,,,0.0,0.06
1766,1766,Kepler-1056,0.0293,,,0.0,27.495606,0.0001457,-0.0001457,0,0.1629,,,0.0,0.02
1767,1767,Kepler-1057,0.0354,,,0.0,14.08827448,4.045e-05,-4.045e-05,0,0.1138,,,0.0,0.01
1768,1768,Kepler-1058,0.0247,,,0.0,110.96546,0.001146,-0.001146,0,0.3679,,,0.0,-0.06
1769,1769,Kepler-1059,0.0115,,,0.0,3.76419105,9.54e-06,-9.54e-06,0,0.044,,,0.0,-0.15
1770,1770,Kepler-106,0.01668,,,1.0,6.16486,,,0,0.0648,,,0.0,-0.09
1771,1771,Kepler-106,0.033,0.01,-0.01,0.0,13.5708,,,0,0.1096,,,0.0,-0.09
1772,1772,Kepler-106,0.02549,,,1.0,23.9802,,,0,0.1602,,,0.0,-0.09
1773,1773,Kepler-106,0.035,0.018,-0.018,0.0,43.8445,,,0,0.2395,,,0.0,-0.09
1774,1774,Kepler-1060,0.0197,,,0.0,46.8779367,0.000305,-0.000305,0,0.2495,,,0.0,-0.03
1775,1775,Kepler-1061,0.0144,,,0.0,2.75798267,3.88e-06,-3.88e-06,0,0.0384,,,0.0,-0.09
1776,1776,Kepler-1062,0.0118,,,0.0,9.30412078,2.394e-05,-2.394e-05,0,0.0748,,,0.0,0.11
1777,1777,Kepler-1063,0.00889,,,0.0,14.07971466,2.871e-05,-2.871e-05,0,0.1176,,,0.0,0.09
1778,1778,Kepler-1064,0.00951,,,0.0,16.54080322,4.111e-05,-4.111e-05,0,0.1183,,,0.0,-0.12
1779,1779,Kepler-1065,0.0422,,,0.0,3.60930891,5.1e-06,-5.1e-06,0,0.0455,,,0.0,-0.01
1780,1780,Kepler-1065,0.01,,,0.0,2.37030743,1.691e-05,-1.691e-05,0,0.0344,,,0.0,-0.01
1781,1781,Kepler-1066,0.0194,,,0.0,1.93155984,1.57e-06,-1.57e-06,0,0.0299,,,0.0,0.1
1782,1782,Kepler-1067,0.00137,,,0.0,0.76212926,2.73e-06,-2.73e-06,0,0.0162,,,0.0,0.28
1783,1783,Kepler-1067,0.0116,,,0.0,5.4258399,,,0,0.0601,,,0.0,0.28
1784,1784,Kepler-1068,0.0403,,,0.0,16.92344113,5.446e-05,-5.446e-05,0,0.1309,,,0.0,0.18
1785,1785,Kepler-1069,0.01,,,0.0,23.8990296,0.0001497,-0.0001497,0,0.1685,,,0.0,0.23
1786,1786,Kepler-107,0.01196,0.00566,-0.00535,0.0,3.1800218,2.9e-06,-2.9e-06,0,0.04544,0.00036,-0.00036,0.0,0.32
1787,1787,Kepler-107,0.03146,0.00629,-0.00629,0.0,4.901452,0.0,0.0,0,0.06064,0.00048,-0.00048,0.0,0.32
1788,1788,Kepler-107,0.02423,,,1.0,7.95839,0.00012,-0.00012,0,0.08377,0.00065,-0.00065,0.0,0.32
1789,1789,Kepler-107,0.04436,0.01038,-0.01038,0.0,14.749143,1.9e-05,-1.9e-05,0,0.12638,0.00099,-0.00099,0.0,0.32
1790,1790,Kepler-1070,0.0115,,,0.0,6.2216147,1.944e-05,-1.944e-05,0,0.0693,,,0.0,-0.05
1791,1791,Kepler-1071,0.0197,,,0.0,6.1799844,1.367e-05,-1.367e-05,0,0.0615,,,0.0,0.15
1792,1792,Kepler-1072,0.00982,,,0.0,1.5690665,2.9e-06,-2.9e-06,0,0.0269,,,0.0,0.09
1793,1793,Kepler-1073,0.0186,,,0.0,8.67888593,2.409e-05,-2.409e-05,0,0.0805,,,0.0,0.0
1794,1794,Kepler-1073,0.0105,,,0.0,4.02582254,1.484e-05,-1.484e-05,0,0.0483,,,0.0,0.0
1795,1795,Kepler-1073,0.00887,,,0.0,2.50476003,,,0,0.0352,,,0.0,0.0
1796,1796,Kepler-1074,0.0066,,,0.0,5.94566534,1.443e-05,-1.443e-05,0,0.0536,,,0.0,-0.06
1797,1797,Kepler-1075,0.00819,,,0.0,1.52372816,2.7e-06,-2.7e-06,0,0.0208,,,0.0,-0.17
1798,1798,Kepler-1076,0.00137,,,0.0,6.14727918,2.112e-05,-2.112e-05,0,0.0611,,,0.0,-0.01
1799,1799,Kepler-1077,0.0255,,,0.0,34.3511874,0.0001503,-0.0001503,0,0.2101,,,0.0,0.03
1800,1800,Kepler-1078,0.0134,,,0.0,3.00725242,1.242e-05,-1.242e-05,0,0.0388,,,0.0,-0.01
1801,1801,Kepler-1079,0.0104,,,0.0,13.24503188,4.886e-05,-4.886e-05,0,0.1092,,,0.0,0.21
1802,1802,Kepler-108,0.176,,,0.0,49.183921,5.4e-05,-5.4e-05,0,0.292,,,0.0,0.37
1803,1803,Kepler-108,0.16,,,0.0,190.323494,0.000988,-0.000988,0,0.721,,,0.0,0.37
1804,1804,Kepler-1080,0.0339,,,0.0,77.2548396,0.0003198,-0.0003198,0,0.3781,,,0.0,0.09
1805,1805,Kepler-1081,0.00317,,,0.0,3.85691855,9.66e-06,-9.66e-06,0,0.0466,,,0.0,0.18
1806,1806,Kepler-1082,0.00459,,,0.0,1.5432066,4.54e-06,-4.54e-06,0,0.0257,,,0.0,-0.13
1807,1807,Kepler-1083,0.0354,,,0.0,33.4177993,0.0001854,-0.0001854,0,0.1899,,,0.0,-0.02
1808,1808,Kepler-1084,0.00444,,,0.0,2.05333679,4.13e-06,-4.13e-06,0,0.0324,,,0.0,-0.02
1809,1809,Kepler-1085,0.13,,,0.0,219.3217528,0.0008946,-0.0008946,0,0.7391,,,0.0,0.22
1810,1810,Kepler-1085,0.0337,,,0.0,56.7771,,,0,0.3002,,,0.0,0.22
1811,1811,Kepler-1086,0.0205,,,0.0,18.78425728,5.283e-05,-5.283e-05,0,0.1198,,,0.0,0.06
1812,1812,Kepler-1086,0.0282,,,0.0,161.5163345,0.0008629,-0.0008629,0,0.503,,,0.0,0.06
1813,1813,Kepler-1087,0.00052,,,0.0,0.69384285,1.59e-06,-1.59e-06,0,0.0148,,,0.0,0.4
1814,1814,Kepler-1088,0.00819,,,0.0,23.12748644,8.919e-05,-8.919e-05,0,0.1602,,,0.0,0.01
1815,1815,Kepler-1089,0.0126,,,0.0,5.13248562,9.48e-06,-9.48e-06,0,0.0497,,,0.0,-0.09
1816,1816,Kepler-109,0.01542,,,1.0,6.4816307,4.8e-06,-4.8e-06,0,0.0701,0.0019,-0.0019,0.0,-0.02
1817,1817,Kepler-109,0.0258,,,1.0,21.22265,2.7e-05,-2.7e-05,0,0.1546,0.0042,-0.0042,0.0,-0.02
1818,1818,Kepler-1090,0.0179,,,0.0,198.680179,0.002176,-0.002176,0,0.6364,,,0.0,0.01
1819,1819,Kepler-1090,0.0342,,,0.0,42.42720032,,,0,0.2274,,,0.0,0.01
1820,1820,Kepler-1091,0.00859,,,0.0,1.43474156,3.27e-06,-3.27e-06,0,0.0252,,,0.0,0.0
1821,1821,Kepler-1092,0.0155,,,0.0,58.6017925,0.0006006,-0.0006006,0,0.2996,,,0.0,-0.09
1822,1822,Kepler-1093,0.014,,,0.0,25.0824626,0.0001211,-0.0001211,0,0.1685,,,0.0,-0.14
1823,1823,Kepler-1093,0.0142,,,0.0,89.722292,0.00108,-0.00108,0,0.394,,,0.0,-0.14
1824,1824,Kepler-1094,0.0322,,,0.0,78.1000231,0.0006388,-0.0006388,0,0.3625,,,0.0,0.06
1825,1825,Kepler-1095,0.00606,,,0.0,4.27103091,1.48e-05,-1.48e-05,0,0.0514,,,0.0,-0.09
1826,1826,Kepler-1096,0.00651,,,0.0,2.89221751,6e-06,-6e-06,0,0.034,,,0.0,-0.1
1827,1827,Kepler-1097,0.0336,,,0.0,187.747029,0.001894,-0.001894,0,0.5791,,,0.0,-0.11
1828,1828,Kepler-1098,0.00705,,,0.0,2.54307286,9.59e-06,-9.59e-06,0,0.0358,,,0.0,-0.02
1829,1829,Kepler-1099,0.0264,,,0.0,2.16845259,2.8e-06,-2.8e-06,0,0.0337,,,0.0,-0.02
1830,1830,Kepler-11,0.006,0.004,-0.003,0.0,10.3039,0.0006,-0.001,0,0.091,0.001,-0.001,0.0,0.05
1831,1831,Kepler-11,0.009,0.009,-0.005,0.0,13.0241,0.0013,-0.0008,0,0.107,0.001,-0.001,0.0,0.05
1832,1832,Kepler-11,0.023,0.003,-0.005,0.0,22.6845,0.0009,-0.0009,0,0.155,0.001,-0.001,0.0,0.05
1833,1833,Kepler-11,0.025,0.005,-0.007,0.0,31.9996,0.0008,-0.0012,0,0.195,0.002,-0.002,0.0,0.05
1834,1834,Kepler-11,0.006,0.003,-0.003,0.0,46.6888,0.0027,-0.0032,0,0.25,0.002,-0.002,0.0,0.05
1835,1835,Kepler-11,0.079,,,1.0,118.3807,0.001,-0.0006,0,0.466,0.004,-0.004,0.0,0.05
1836,1836,Kepler-110,0.0126,,,0.0,12.691112,3.6e-05,-3.6e-05,0,0.107,,,0.0,-0.1
1837,1837,Kepler-110,0.0174,,,0.0,31.719775,0.000104,-0.000104,0,0.198,,,0.0,-0.1
1838,1838,Kepler-1100,0.0117,,,0.0,6.42200058,2.182e-05,-2.182e-05,0,0.0684,,,0.0,-0.06
1839,1839,Kepler-1101,0.021,,,0.0,81.3151059,0.0005693,-0.0005693,0,0.3483,,,0.0,-0.04
1840,1840,Kepler-1102,0.0238,,,0.0,51.3285623,0.0003326,-0.0003326,0,0.2731,,,0.0,-0.08
