,Unnamed: 0,hostname,pl_mass (Mj),pl_mass_max,pl_mass_min,pl_mass_limflag,pl_orb_period,pl_orb_per_max,pl_orb_per_min,pl_orb_per_limflag,pl_semImjr_axis,pl_semImjr_axis_max,pl_semImjr_axis_min,pl_semImjr_axisax_limflag,[Fe/H]
717,717,HD 202772 A,1.017,0.07,-0.068,0,3.308958,0.000083,-0.000083,0,0.05208,0.00064,-0.00068,0,0.32
719,719,HD 203387,3.48,0.589,-0.531,0,512.5352,7.53525,-8.15674,0,1.771,0.056,-0.062,0,0.05
720,720,HD 203387,7.485,3.395,-2.21,0,2481.07227,94.83313,-82.69122,0,5.067,0.204,-0.196,0,0.05
721,721,HD 2039,6.29,1.16,-1.16,0,1120,23,-23,0,2.2,0.06,-0.06,0,0.33
722,722,HD 204313,4.615,1.29,-0.306,0,2041.11539,1.68088,-1.86675,0,3.185,0.13,-0.143,0,0.18
724,724,HD 204313,15.317,4.89,-5.183,0,7325.64666,399.88029,-369.05892,0,7.457,0.399,-0.427,0,0.18
726,726,HD 205158,0.392,0.039,-0.045,0,25.33798,0.0036,-0.00286,0,0.177,0.008,-0.009,0,
727,727,HD 205739,1.37,0.07,-0.09,0,279.8,0.1,-0.1,0,0.896,0.019,-0.015,0,0.19
729,729,HD 206610,2.036,0.065,-0.065,0,673.2,3.3,-3.3,0,1.74,0.33,-0.33,0,0.09
730,730,HD 206893,28,2.2,-2.1,0,9350,440,-440,0,9.6,0.4,-0.3,0,
731,731,HD 206893,12.7,1.2,-1,0,2090,44,-37,0,3.53,0.08,-0.06,0,
737,737,HD 20782,1.4878,0.1045,-0.1066,0,597.0643,0.0256,-0.0256,0,1.3649,0.0466,-0.0495,0,-0.06
743,743,HD 208487,0.52,0.082,-0.082,0,130.08,0.51,-0.51,0,0.524,0.03,-0.03,0,0.09
744,744,HD 208527,9.9,1.7,-1.7,0,875.5,5.8,-5.8,0,2.1,0.2,-0.2,0,0.08
745,745,HD 20868,1.25,0.59,-0.59,0,380.85001,0.09,-0.09,0,0.95,0.02,-0.02,0,0.07
746,746,HD 208897,1.4,0.08,-0.08,0,352.7,1.7,-1.7,0,1.05,0.03,-0.03,0,0.2
747,747,HD 209458,0.73,0.04,-0.04,0,3.52474859,0.00000038,-0.00000038,0,0.04707,0.00045,-0.00047,0,0.04
748,748,HD 210193,0.4817,0.07331,-0.07331,0,649.918,8.599,-8.599,0,1.487,0.031,-0.031,0,0.15
749,749,HD 210277,1.29,0.05,-0.05,0,442.19,0.5,-0.5,0,1.13,0.02,-0.02,0,0.19
750,750,HD 210702,1.808,0.097,-0.097,0,354.1,0.7,-0.7,0,1.148,0.057,-0.057,0,0.02
751,751,HD 211403,5.54,0.39,-0.38,0,223.8,0.41,-0.41,0,0.768,0.013,-0.013,0,0.18
752,752,HD 211810,0.67,0.44,-0.44,0,1558,22,-22,0,2.656,0.043,-0.043,0,0.17
754,754,HD 212771,2.39,0.27,-0.27,0,380.7,1.4,-1.4,0,1.19,0.13,-0.13,0,-0.09
755,755,HD 213240,5.21,1.5,-0.49,0,882.70001,7.6,-7.6,0,1.89,0.03,-0.03,0,0.17
756,756,HD 213472,3.5,1.1,-0.59,0,17000,12000,-4800,0,13,5.7,-2.6,0,
757,757,HD 213472,3.5,1.1,-0.59,0,17000,12000,-4800,0,13,5.7,-2.6,0,0.12
762,762,HD 214823,18.61,4.143,-1.069,0,1854.84424,1.3569,-1.41722,0,3.08,0.126,-0.139,0,0.13
768,768,HD 215497,0.33,,,0,567.94,2.7,-2.7,0,1.282,,,0,0.28
769,769,HD 216435,1.26,0.13,-0.13,0,1311,49,-49,0,2.56,0.17,-0.17,0,0.27
770,770,HD 216437,3.88,0.73,-0.73,0,1334.28,13.07,-13.36,0,2.497,0.036,-0.037,0,0.24
773,773,HD 216536,1.05,0.4,-0.4,0,148.60001,0.7,-0.7,0,0.61,0.06,-0.06,0,0.04
774,774,HD 216770,0.57,0.05,-0.05,0,118.45,0.55,-0.55,0,0.46,0.01,-0.01,0,0.27
777,777,HD 217107,1.3,0.05,-0.05,0,7.12682,0.000039,-0.000039,0,0.08,0,0,0,0.35
778,778,HD 217107,2.6,0.15,-0.15,0,4270,220,-220,0,5.32,0.38,-0.38,0,0.35
779,779,HD 217958,0.524,0.347,-0.063,0,2560.19774,66.52293,-91.15204,0,3.758,0.169,-0.2,0,0.29
781,781,HD 219077,9.62,1.001,-0.733,0,5478.68861,48.63475,-38.2533,0,5.935,0.249,-0.265,0,-0.15
787,787,HD 219134,0.34,0.02,-0.02,0,2247,43,-43,0,3.11,0.04,-0.04,0,-0.01
788,788,HD 219139,0.78,0.05,-0.2,0,275.5,2.3,-1,0,0.94,0.06,-0.07,0,-0.2
789,789,HD 219415,1,,,0,2093.3,32.7,-32.7,0,3.2,,,0,0.01
792,792,HD 219828,16.054,3.52,-1.27,0,4789.87297,90.67081,-80.73006,0,5.657,0.228,-0.242,0,0.18
793,793,HD 220074,16.64,13.26,-13.26,0,672.09998,3.7,-3.7,0,1.6,0.13,-0.13,0,-0.06
795,795,HD 220689,1.2,0.22,-0.11,0,2266.4,65.84,-58.77,0,3.396,0.084,-0.081,0,-0.02
796,796,HD 220773,1.45,0.3,-0.3,0,3724.7,463,-463,0,4.94,0.2,-0.2,0,0.1
797,797,HD 221287,3.09,0.79,-0.79,0,456.1,7.7,-5.8,0,1.25,0.04,-0.04,0,0.07
799,799,HD 221420,20.35,1.986,-3.431,0,8615.41549,279.48259,-191.1791,0,8.398,0.414,-0.379,0,0.32
800,800,HD 221585,1.61,0.14,-0.14,0,1173,16,-16,0,2.306,0.081,-0.081,0,0.29
801,801,HD 222076,1.56,0.11,-0.11,0,871,19,-19,0,1.83,0.03,-0.03,0,0.14
802,802,HD 222155,1.83,0.35,-0.26,0,3999,500,-500,0,5.14,0.46,-0.46,0,-0.12
803,803,HD 222582,8.37,0.4,-0.4,0,572.38,0.61,-0.61,0,1.34,0.02,-0.02,0,0
804,804,HD 224538,6.531,1.836,-0.349,0,1202.05199,3.88199,-3.68089,0,2.375,0.111,-0.123,0,0.37
805,805,HD 224693,0.7,0.12,-0.12,0,26.6904,0.0019,-0.0019,0,0.191,0.014,-0.014,0,0.28
807,807,HD 22532,2.12,0.09,-0.09,0,872.6,2.8,-2.8,0,1.9,0.004,-0.004,0,-0.19
808,808,HD 22781,13.65,0.97,-0.97,0,528.07,0.14,-0.14,0,1.167,0.039,-0.039,0,-0.37
812,812,HD 23079,2.61,0.11,-0.11,0,730.59998,5.7,-5.7,0,1.6,0.03,-0.03,0,-0.12
813,813,HD 23127,1.527,0.037,-0.038,0,1211.17,11.11,-8.91,0,2.37,0.032,-0.032,0,0.38
814,814,HD 231701,1.13,0.25,-0.25,0,141.63,0.067,-0.067,0,0.567,0.053,-0.053,0,0.01
815,815,HD 233604,6.575,,,0,192,0.22,-0.22,0,0.747,,,0,-0.15
816,816,HD 233832,1.78,0.08,-0.06,0,2058,47,-40,0,2.827,0.045,-0.039,0,-0.69
822,822,HD 23596,11.914,0.99,-1.768,0,1535.11912,7.76172,-9.26013,0,2.694,0.107,-0.118,0,0.31
824,824,HD 238914,6,2.7,-2.7,0,4100,210,-210,0,5.7,0.9,-0.9,0,-0.1
825,825,HD 240210,5.21,,,0,501.75,2.33,-2.33,0,1.16,,,0,-0.11
826,826,HD 240237,15.89,5.58,-5.58,0,745.70001,14,-14,0,1.92,0.16,-0.16,0,-0.16
827,827,HD 24040,3.86,0.36,-0.36,0,3668,170,-170,0,4.92,0.21,-0.21,0,0.23
829,829,HD 24064,12.89,2.89,-2.89,0,535.59998,3,-3,0,1.29,0.04,-0.04,0,-0.49
831,831,HD 25015,9.077,1.157,-1.823,0,6134.427,618.42583,-506.67463,0,6.248,0.486,-0.439,0,0.09
832,832,HD 25171,0.915,0.011,-0.012,0,1802.29,24.12,-22.92,0,2.971,0.033,-0.032,0,-0.08
833,833,HD 25723,2.5,0.14,-0.17,0,457.01,1.29,-1.31,0,1.49,0.04,-0.05,0,-0.03
835,835,HD 25912,16.527,1.376,-1.399,0,26308.65619,2095.17441,-2794.6441,0,17.848,1.147,-1.484,0,0.12
838,838,HD 26161,28.46,20.049,-0.222,0,10942.29013,10474.0807,-1387.88781,0,10.087,5.615,-1.085,0,
839,839,HD 2638,0.42,0.03,-0.03,0,3.4442,0.0002,-0.0002,0,0.04,0,0,0,0.15
840,840,HD 2685,1.17,0.12,-0.12,0,4.12688,0.00005,-0.00004,0,0.0568,0.0006,-0.0006,0,0.02
842,842,HD 27442,1.56,0.14,-0.14,0,428.1,1.1,-1.1,0,1.271,0.073,-0.073,0,0.31
843,843,HD 27631,1.56,0.2,-0.15,0,2198.14,54.11,-50.34,0,3.242,0.07,-0.068,0,-0.15
844,844,HD 27894,0.619,0.05,-0.05,0,18.01939,0.00024,-0.00027,0,0.125,0.005,-0.005,0,0.25
846,846,HD 27894,6.493,0.987,-0.353,0,5019.54244,32.59359,-31.12557,0,5.362,0.206,-0.223,0,0.25
847,847,HD 27969,4.8,0.24,-0.23,0,654.5,5.7,-5.8,0,1.552,0.032,-0.033,0,0.18
851,851,HD 28185,5.837,0.486,-0.51,0,385.52775,0.04362,-0.05554,0,1.035,0.042,-0.046,0,0.21
852,852,HD 28185,19.639,2.266,-2.137,0,17417.92079,293.05032,-672.59695,0,13.176,0.518,-0.689,0,0.21
853,853,HD 28192,0.314,0.024,-0.031,0,14.23283,0.00214,-0.00152,0,0.118,0.005,-0.005,0,
854,854,HD 285507,0.98,0.1,-0.1,0,6.0881,0.0018,-0.0018,0,0.06,0,0,0,0.01
855,855,HD 28678,1.542,0.073,-0.073,0,380.2,1.6,-1.6,0,1.18,0.2,-0.2,0,-0.15
856,856,HD 29021,4.47,0.67,-0.65,0,1362.3,4.6,-4,0,2.28,0.07,-0.08,0,-0.27
857,857,HD 290327,2.43,0.42,-0.42,0,2443,160,-160,0,3.43,0.16,-0.16,0,-0.11
858,858,HD 29399,1.57,0.11,-0.11,0,892.7,5.9,-5.9,0,1.913,0.008,-0.008,0,0.14
859,859,HD 2952,1.37,0.26,-0.26,0,311.60001,1.8,-1.8,0,1.23,0.02,-0.02,0,0
860,860,HD 29985,5.473,1.944,-1.157,0,20608.14049,4708.95644,-7737.11195,0,13.39,2.071,-3.68,0,-0.22
861,861,HD 30177,8.403,1.241,-0.489,0,2514.53422,5.21645,-4.34065,0,3.604,0.135,-0.147,0,0.39
862,862,HD 30177,6.15,1.308,-0.341,0,12085.45186,583.05318,-440.70332,0,10.258,0.535,-0.48,0,0.39
863,863,HD 30562,1.47,0.45,-0.18,0,1157,27,-27,0,2.34,0.06,-0.06,0,0.29
864,864,HD 30669,0.47,0.06,-0.06,0,1684,61,-61,0,2.69,0.08,-0.08,0,0.11
865,865,HD 31253,0.62,0.12,-0.12,0,466,3,-3,0,1.26,0.02,-0.02,0,0.19
873,873,HD 32518,3.04,0.68,-0.68,0,157.54,0.38,-0.38,0,0.59,0.03,-0.03,0,-0.05
874,874,HD 32963,2.07,0.83,-0.64,0,2372,26,-26,0,3.41,0.02,-0.02,0,0.1
875,875,HD 330075,0.48,0.02,-0.02,0,3.38773,0.00008,-0.00008,0,0.04,0,0,0,0.04
876,876,HD 331093,1.5,0.11,-0.11,0,621.62,16.11,-16.11,0,1.44,0.07,-0.07,0,0.17
877,877,HD 33142,1.26,0.05,-0.05,0,330,0.4,-0.4,0,1.074,0.007,-0.007,0,0.02
878,878,HD 33142,0.89,0.06,-0.05,0,810.2,3.8,-4.2,0,1.955,0.016,-0.012,0,0.02
881,881,HD 33283,0.329,0.071,-0.071,0,18.1991,0.0017,-0.0017,0,0.1508,0.0087,-0.0087,0,0.36
882,882,HD 33564,9.1,,,0,388,3,-3,0,1.1,,,0,-0.12
883,883,HD 33844,2.01,0.31,-0.31,0,551.40002,7.8,-7.8,0,1.6,0.06,-0.06,0,0.16
884,884,HD 33844,1.75,0.18,-0.18,0,916,29.5,-29.5,0,2.24,0.05,-0.05,0,0.16
885,885,HD 34445,0.82,0.09,-0.09,0,1049,11,-11,0,2.07,0.04,-0.04,0,0.16
890,890,HD 34445,0.38,0.13,-0.13,0,5700,1500,-1500,0,6.36,1.02,-1.02,0,0.16
891,891,HD 35759,3.76,0.17,-0.17,0,82.467,0.019,-0.019,0,0.389,0.009,-0.009,0,-0.01
892,892,HD 360,0.75,0.12,-0.15,0,273.1,1.6,-0.8,0,0.98,0.11,-0.03,0,-0.06
894,894,HD 37124,0.675,0.017,-0.017,0,154.378,0.089,-0.089,0,0.53364,0.0002,-0.0002,0,-0.46
895,895,HD 37124,0.652,0.052,-0.052,0,885.5,5.1,-5.1,0,1.71,0.0065,-0.0065,0,-0.46
896,896,HD 37124,0.696,0.059,-0.059,0,1862,38,-38,0,2.807,0.038,-0.038,0,-0.46
897,897,HD 37605,2.69,0.3,-0.3,0,55.01292,0.00062,-0.00062,0,0.277,0.015,-0.015,0,0.29
898,898,HD 37605,3.19,0.38,-0.38,0,2720,15,-15,0,3.74,0.21,-0.21,0,0.29
900,900,HD 38283,0.4,0.04,-0.04,0,363.20001,1.6,-1.6,0,1.02,0.02,-0.02,0,-0.17
901,901,HD 38529,0.65,0.054,-0.057,0,14.3099,0.00013,-0.00013,0,0.115,0.005,-0.005,0,0.38
902,902,HD 38529,10.38,1.025,-0.884,0,2127.60566,1.49376,-1.55088,0,3.226,0.131,-0.144,0,0.38
903,903,HD 38801,9.698,0.573,-0.587,0,685.25,0.85,-0.85,0,1.623,0.047,-0.049,0,0.26
913,913,HD 40956,2.7,0.6,-0.6,0,578.6,3.3,-3.3,0,1.4,0.1,-0.1,0,0.14
914,914,HD 40979,4.67,0.34,-0.34,0,264.14999,0.23,-0.23,0,0.85,0.01,-0.01,0,0.29
915,915,HD 41004 A,2.54,0.74,-0.74,0,963,38,-38,0,,,,,0.14
916,916,HD 41004 B,18.37,0.22,-0.22,0,1.3283,0.000012,-0.000012,0,,,,,0.16
917,917,HD 42012,1.6,0.1,-0.1,0,857.5,6.2,-6.3,0,1.67,0.05,-0.06,0,-0.14
918,918,HD 4203,2.23,0.21,-0.21,0,431.88,0.85,-0.85,0,1.17,0.02,-0.02,0,0.38
919,919,HD 4203,2.17,0.52,-0.52,0,6700,4500,-4500,0,6.95,1.93,-0.56,0,0.38
920,920,HD 4208,0.81,0.014,-0.015,0,832.97,2.15,-1.89,0,1.662,0.015,-0.015,0,-0.29
923,923,HD 4313,1.927,0.09,-0.09,0,356.21,0.88,-0.88,0,1.157,0.097,-0.097,0,0.05
924,924,HD 43197,0.553,0.052,-0.048,0,308.92072,2.34087,-2.83567,0,0.882,0.035,-0.039,0,0.4
925,925,HD 43197,7.868,1.76,-1.599,0,9295.9735,4132.95252,-2422.13527,0,8.54,2.334,-1.584,0,0.4
926,926,HD 44219,0.58,0.06,-0.04,0,472.3,6.3,-5,0,1.19,0.02,-0.02,0,0.06
929,929,HD 45350,1.79,0.14,-0.14,0,963.6,3.4,-3.4,0,1.92,0.07,-0.07,0,0.28
931,931,HD 45364,0.549,0.0075,-0.0074,0,345.43,0.54,-0.57,0,0.902,0.001,-0.001,0,-0.14
932,932,HD 45652,0.433,0.076,-0.076,0,44.073,0.0048,-0.0048,0,0.237,0.011,-0.011,0,0.27
933,933,HD 457,26.572,18.728,-11.952,0,20324.58153,11483.95545,-7039.20037,0,15.369,5.561,-3.797,0,0.34
935,935,HD 47186,0.35061,,,0,1353.6,57.1,-57.1,0,2.395,,,0,0.26
936,936,HD 47366,2.3,0.13,-0.18,0,359.15,2.03,-2.34,0,1.28,0.05,-0.06,0,0
937,937,HD 47366,1.88,0.12,-0.14,0,682.85,4.98,-4.9,0,1.97,0.08,-0.09,0,0
938,938,HD 47536,7.32,2.36,-2.36,0,712.13,0.31,-0.31,0,1.93,0.32,-0.32,0,-0.67
939,939,HD 4760,13.9,2.4,-2.4,0,434,3,-3,0,1.14,0.08,-0.08,0,-0.91
940,940,HD 48265,1.525,0.049,-0.05,0,778.51,5.38,-5.18,0,1.814,0.03,-0.031,0,0.39
941,941,HD 4917,1.615,0.092,-0.092,0,400.5,1.7,-1.7,0,1.167,0.065,-0.065,0,0.17
943,943,HD 50499,1.636,0.017,-0.017,0,2447.1,21.92,-21.72,0,3.833,0.0305,-0.03,0,0.33
944,944,HD 50499,2.93,0.73,-0.18,0,8619.9,2622.495,-405.4275,0,9.02,1.73,-0.33,0,0.33
945,945,HD 50554,5.85,0.9,-0.52,0,1293,37,-37,0,2.353,0.0452,-0.0452,0,0.01
948,948,HD 52265,1.21,0.05,-0.05,0,119.27,0.02,-0.02,0,0.52,0.009,-0.009,0,0.23
951,951,HD 5319,1.556,0.042,-0.042,0,637.1,1.4,-1.4,0,1.57,0.11,-0.11,0,0.07
952,952,HD 5319,1.053,0.072,-0.072,0,872.2,6,-6,0,1.93,0.13,-0.13,0,0.07
953,953,HD 55696,4.27,1,-0.69,0,1827,10,-10,0,3.18,0.18,-0.18,0,0.37
954,954,HD 5583,5.78,0.53,-0.53,0,139.35,0.21,-0.22,0,0.53,0.02,-0.02,0,-0.42
955,955,HD 5608,1.681,0.081,-0.081,0,779.9,4.9,-4.9,0,1.911,0.088,-0.088,0,0.1
956,956,HD 564,0.33,0.03,-0.03,0,492.3,2.3,-2.3,0,1.2,0.02,-0.02,0,-0.19
958,958,HD 56957,5.918,2.879,-4.026,0,5859.08992,2325.96289,-959.68304,0,6.426,1.564,-0.867,0,
959,959,HD 5891,7.63,1.43,-1.43,0,177.11,0.32,-0.32,0,0.64,0.04,-0.04,0,-0.37
960,960,HD 59686 A,6.92,0.18,-0.24,0,299.36,0.26,-0.31,0,1.086,0.0006,-0.0007,0,0.12
961,961,HD 60292,6.5,1,-1,0,495.4,3,-3,0,1.5,0.1,-0.1,0,-0.17
962,962,HD 60532,1.06,0.08,-0.08,0,201.9,0.3,-0.3,0,0.77,0.02,-0.02,0,-0.07
963,963,HD 60532,2.51,0.16,-0.16,0,600.1,2.4,-2.4,0,1.6,0.04,-0.04,0,-0.07
964,964,HD 62364,18.77,0.66,-0.63,0,5138,24,-22,0,6.15,0.04,-0.03,0,-0.11
965,965,HD 62364,24.93,2.681,-2.922,0,74839.94555,8275.85573,-6864.79047,0,36.984,2.957,-2.793,0,-0.11
966,966,HD 62509,2.3,0.45,-0.45,0,589.64,0.81,-0.81,0,1.64,0.27,-0.27,0,0.09
967,967,HD 62549,8.519,2.093,-1.04,0,14306.88519,3762.35334,-3219.89899,0,11.842,2.146,-1.979,0,
971,971,HD 63765,0.53,0.03,-0.03,0,358,1,-1,0,0.94,0.02,-0.02,0,-0.14
975,975,HD 64121,2.56,0.19,-0.19,0,623,3.4,-3.4,0,1.51,0.006,-0.006,0,-0.21
976,976,HD 6434,0.49,0.04,-0.04,0,21.998,0.009,-0.009,0,0.14,0,0,0,-0.59
977,977,HD 66141,6,0.3,-0.3,0,480.5,0.5,-0.5,0,1.2,0.1,-0.1,0,-0.33
978,978,HD 66428,10.946,2.442,-3.845,0,2269.81726,5.36611,-5.85401,0,3.395,0.141,-0.157,0,0.28
979,979,HD 66428,1.764,3.404,-0.041,0,10478.84437,3362.50248,-1953.18727,0,9.408,1.945,-1.267,0,0.28
980,980,HD 67087,3.06,0.22,-0.2,0,352.2,1.7,-1.6,0,1.08,0.04,-0.04,0,0.25
981,981,HD 67087,4.85,10,-3.61,0,2374,193,-156,0,3.86,0.43,-0.37,0,0.25
982,982,HD 6718,1.68,0.24,-0.24,0,2496,180,-180,0,3.55,0.18,-0.18,0,-0.07
983,983,HD 68402,7.9,1.7,-1.5,0,1103,33,-33,0,2.18,0.09,-0.09,0,0.26
984,984,HD 68988,1.97,0.1,-0.1,0,6.27711,0.00021,-0.00021,0,0.07,0,0,0,0.35
985,985,HD 68988,15,2.8,-1.5,0,16000,11000,-3500,0,13.2,5.3,-2,0,0.35
986,986,HD 69123,3.09,0.62,-0.29,0,1193.3,7,-7,0,2.482,0.01,-0.01,0,0.05
990,990,HD 70573,6.1,0.4,-0.4,0,851.8,11.6,-11.6,0,1.76,0.05,-0.05,0,0
991,991,HD 70642,3.9,0.29,-0.27,0,2124.54,14.65,-13.51,0,3.318,0.022,-0.021,0,0.16
993,993,HD 72490,1.768,0.08,-0.08,0,858,12,-12,0,1.88,0.21,-0.21,0,-0.13
994,994,HD 72659,2.988,2.586,-0.098,0,3549.39854,18.95929,-15.59603,0,4.691,0.185,-0.202,0,0
995,995,HD 72659,18.806,4.442,-4.796,0,18207.72098,1389.93101,-1200.41907,0,13.959,0.884,-0.861,0,0
996,996,HD 72892,5.468,0.452,-0.475,0,39.44603,0.00168,-0.00145,0,0.228,0.009,-0.01,0,0.16
997,997,HD 73267,4.158,0.681,-0.519,0,1257.99159,0.50697,-0.60358,0,2.229,0.091,-0.1,0,0.06
998,998,HD 73267,5.131,0.912,-0.282,0,17071.78045,785.40421,-1087.38232,0,12.688,0.631,-0.812,0,0.06
999,999,HD 73526,3.08,0.31,-0.31,0,188.3,0.9,-0.9,0,0.65,0.01,-0.01,0,0.26
1000,1000,HD 73526,2.25,0.13,-0.13,0,379.1,0.5,-0.5,0,1.03,0.02,-0.02,0,0.26
1001,1001,HD 73534,1.112,0.059,-0.059,0,1750,24,-24,0,2.99,0.15,-0.15,0,0.19
1004,1004,HD 74156,1.675,0.136,-0.143,0,51.63564,0.001,-0.00113,0,0.28,0.011,-0.012,0,0.14
1005,1005,HD 74156,8.665,1.385,-0.47,0,2448.48726,4.19249,-4.24759,0,3.678,0.145,-0.159,0,0.14
1006,1006,HD 75289,0.49,0.03,-0.03,0,3.50927,0.000064,-0.000064,0,0.05,0,0,0,0.3
1007,1007,HD 75784,1,0.14,-0.14,0,341.2,1.1,-1.1,0,1.032,0.066,-0.066,0,0.19
1008,1008,HD 75784,5.64,0.72,-0.72,0,7900,2000,-2000,0,8.4,1.4,-1.4,0,0.19
1009,1009,HD 75898,2.71,0.36,-0.36,0,422.9,0.29,-0.29,0,1.191,0.073,-0.073,0,0.3
1011,1011,HD 76920,3.93,0.14,-0.15,0,415.4,0.2,-0.2,0,1.149,0.017,-0.017,0,-0.07
1013,1013,HD 79181,0.64,0.06,-0.16,0,273.1,1.3,-0.4,0,0.9,0.07,-0.08,0,-0.28
1017,1017,HD 79498,1.34,0.21,-0.21,0,1807,15,-15,0,2.98,0.15,-0.15,0,0.2
1018,1018,HD 80606,4.38,0.74,-0.74,0,111.4367,0.0004,-0.0004,0,0.4565,0.0051,-0.0053,0,0.33
1020,1020,HD 80653,5.41,0.52,-0.44,0,921.2,10.8,-10.8,0,1.961,0.027,-0.027,0,0.28
1021,1021,HD 80869,5.065,2.548,-0.565,0,1752.92067,37.0165,-33.60283,0,2.905,0.127,-0.131,0,0.17
1022,1022,HD 80883,5.5,1.23,-1.056,0,6383.78352,2891.20808,-1084.85967,0,6.462,1.843,-0.804,0,-0.26
1023,1023,HD 80913,23.614,3.594,-3.861,0,10839.83341,2660.45783,-1973.20021,0,9.95,1.683,-1.41,0,-0.68
1024,1024,HD 81040,6.768,1.101,-0.861,0,1005.98854,7.62637,-6.37242,0,1.988,0.076,-0.081,0,-0.12
1025,1025,HD 81688,2.7,,,0,184.02,0.18,-0.18,0,0.81,,,0,-0.27
1026,1026,HD 81817,24.128,9.747,-0.691,0,1021.20159,13.8837,-9.8913,0,3.233,0.125,-0.131,0,-0.17
1027,1027,HD 81817,22.609,1.859,-1.876,0,622.97802,2.01914,-2.12035,0,2.325,0.087,-0.095,0,-0.17
1028,1028,HD 82886,2.33,0.33,-0.33,0,705,34,-34,0,1.58,0.08,-0.08,0,-0.28
1029,1029,HD 82943,1.681,0.028,-0.028,0,441.47,0.35,-0.35,0,1.18306,0.00062,-0.00062,0,0.27
1030,1030,HD 82943,1.959,0.047,-0.047,0,220.078,0.051,-0.051,0,0.74345,0.00012,-0.00012,0,0.27
1032,1032,HD 83443,0.402,0.008,-0.008,0,2.985628,0.000005,-0.000005,0,0.0406,0.0004,-0.0004,0,0.34
1033,1033,HD 83443,1.5,0.5,-0.2,0,8241,1019,-530,0,8,0.8,-0.8,0,0.34
1034,1034,HD 8535,0.68,0.07,-0.04,0,1313,28,-28,0,2.45,0.04,-0.06,0,0.06
1037,1037,HD 8574,2.03,0.14,-0.14,0,227,0.2,-0.2,0,0.76,0.01,-0.01,0,0.07
1038,1038,HD 86065,9.053,2.69,-2.567,0,25775.78859,13279.46721,-9595.00303,0,15.947,4.799,-4.381,0,-0.02
1039,1039,HD 86226,0.45,0.04,-0.05,0,1628,22,-21,0,2.73,0.06,-0.06,0,0
1041,1041,HD 86264,9.808,11.773,-1.916,0,1488.79123,58.01645,-46.45772,0,2.763,0.145,-0.155,0,0.41
1042,1042,HD 86950,3.6,0.7,-0.7,0,1270,57,-57,0,2.72,0.08,-0.08,0,0.19
1043,1043,HD 87883,5.409,0.469,-0.635,0,3309.22118,27.48456,-30.46482,0,4.055,0.147,-0.161,0,0
1044,1044,HD 88072,7.903,1.527,-1.006,0,18538.79293,8925.77796,-3716.76086,0,13.895,4.14,-2.029,0,0.04
1045,1045,HD 88133,1.02,0.61,-0.28,0,3.414884,0.00003,-0.00003,0,0.0479,0.0033,-0.0033,0,0.36
1046,1046,HD 89307,2.02,0.27,-0.15,0,2166,38,-38,0,3.27,0.07,-0.07,0,-0.12
1048,1048,HD 89744,8.35,0.18,-0.18,0,256.78,0.02,-0.02,0,0.917,0.009,-0.009,0,0.31
1050,1050,HD 9174,1.11,0.14,-0.14,0,1179,34,-34,0,2.2,0.09,-0.09,0,0.39
1051,1051,HD 92788,3.76,0.16,-0.15,0,325.803,0.036525,-0.036525,0,0.97,0.02,-0.02,0,0.29
1052,1052,HD 92788,3.67,0.3,-0.25,0,11611.2975,5055.06,-905.82,0,10.5,2.9,-0.55,0,0.29
1053,1053,HD 93083,0.37,,,0,143.58,0.6,-0.6,0,0.477,,,0,0.1
1055,1055,HD 93351,13.07,1.993,-1.361,0,14010.2941,5932.28835,-1538.69,0,11.154,2.956,-0.949,0,-0.23
1058,1058,HD 9446,0.7,0.06,-0.06,0,30.052,0.027,-0.027,0,0.189,0.006,-0.006,0,0.03
1059,1059,HD 9446,1.82,0.17,-0.17,0,192.9,0.9,-0.9,0,0.654,0.022,-0.022,0,0.03
1060,1060,HD 94834,1.26,0.17,-0.17,0,1576,76,-76,0,2.74,0.18,-0.18,0,0.11
1061,1061,HD 95089,1.26,0.085,-0.085,0,464.4,3.8,-3.8,0,1.36,0.13,-0.13,0,0.03
1062,1062,HD 95089,3.45,0.14,-0.14,0,1785,32,-32,0,3.33,0.31,-0.31,0,0.03
1063,1063,HD 95127,10.63,8.06,-8.06,0,482,5,-5,0,1.28,0.08,-0.08,0,-0.18
1065,1065,HD 95544,6.021,1.616,-0.258,0,2041.54152,262.59531,-184.27313,0,3.166,0.294,-0.25,0,0.11
1066,1066,HD 95872,3.74,0.93,-0.93,0,4375,170,-170,0,5.15,0.16,-0.16,0,0.26
1067,1067,HD 96063,1.27,0.27,-0.27,0,362.5,2.2,-2.2,0,1.11,0.14,-0.14,0,-0.15
1068,1068,HD 96127,20.96,12.99,-12.99,0,647.29999,17,-17,0,1.42,0.13,-0.13,0,-0.29
1069,1069,HD 96167,0.717,0.04,-0.04,0,498.04,0.76,-0.76,0,1.332,0.098,-0.098,0,0.39
1073,1073,HD 96992,1.14,0.31,-0.31,0,514,4,-4,0,1.24,0.05,-0.05,0,-0.45
1074,1074,HD 97037,21.105,1.96,-2.07,0,6449.08337,141.956,-153.98638,0,6.925,0.283,-0.318,0,-0.08
1076,1076,HD 98219,1.964,0.099,-0.099,0,433.8,2,-2,0,1.26,0.12,-0.12,0,0.02
