,Unnamed: 0,hostname,pl_mass (Mj),pl_mass_max,pl_mass_min,pl_mass_limflag,pl_orb_period,pl_orb_per_max,pl_orb_per_min,pl_orb_per_limflag,pl_semImjr_axis,pl_semImjr_axis_max,pl_semImjr_axis_min,pl_semImjr_axisax_limflag,[Fe/H]
389,389,HATS-63,0.96,0.12,-0.12,0,3.0566527,0.0000049,-0.0000049,0,0.04026,0.00028,-0.00028,0,0.16
390,390,HATS-64,0.96,0.2,-0.2,0,4.908897,0.000013,-0.000013,0,0.06562,0.00039,-0.00039,0,0.21
391,391,HATS-65,0.821,0.083,-0.083,0,3.105161,0.0000016,-0.0000016,0,0.04497,0.00033,-0.00033,0,0.23
392,392,HATS-66,5.33,0.68,-0.68,0,3.1414391,0.0000074,-0.0000074,0,0.04714,0.00025,-0.00025,0,0.08
393,393,HATS-67,1.45,0.12,-0.12,0,1.6091788,0.000004,-0.000004,0,0.03032,0.00015,-0.00015,0,0.34
394,394,HATS-68,1.29,0.059,-0.059,0,3.5862202,0.0000047,-0.0000047,0,0.05071,0.00018,-0.00018,0,0.24
395,395,HATS-69,0.577,,,0,2.2252577,0.0000019,-0.0000019,0,0.03211,0.00014,-0.00019,0,0.38
397,397,HATS-70,12.9,1.8,-1.6,0,1.8882378,0.0000015,-0.0000015,0,0.03632,0.00074,-0.00087,0,0.04
399,399,HATS-75,0.491,0.039,-0.039,0,2.7886556,0.0000011,-0.0000011,0,0.032742,0.000134,-0.000099,0,0.52
400,400,HATS-76,2.629,0.089,-0.089,0,1.9416423,0.0000014,-0.0000014,0,0.02658,0.00021,-0.00029,0,0.32
401,401,HATS-77,1.374,0.1,-0.074,0,3.0876262,0.0000016,-0.0000016,0,0.03607,0.00025,-0.00025,0,0.25
403,403,HATS-9,0.837,0.029,-0.029,0,1.915291,0.000019,-0.000018,0,0.0312,0.0004,-0.0005,0,0.34
404,404,HD 100655,1.61,0.34,-0.34,0,157.57001,0.65,-0.65,0,0.68,0.04,-0.04,0,0.07
405,405,HD 100777,1.03,0.04,-0.04,0,383.70001,1.2,-1.2,0,1.03,0.03,-0.03,0,0.28
414,414,HD 102195,0.41,0.02,-0.02,0,4.11377,0.00056,-0.00056,0,0.05,0,0,0,0.03
415,415,HD 102272,4.94,0.64,-0.64,0,127.58,0.3,-0.3,0,0.51,0.03,-0.03,0,-0.35
416,416,HD 102329,8.16,2.19,-2.19,0,778.09998,7.5,-7.5,0,1.81,0.07,-0.07,0,0.08
417,417,HD 102329,1.52,0.3,-0.25,0,1123,79,-53,0,,,,,0.08
418,418,HD 102843,0.35837,0.04562,-0.04562,0,3090.942,295.049,-295.049,0,4.074,0.27,-0.27,0,0.19
419,419,HD 102956,0.96,0.023,-0.023,0,6.4947,0.00019,-0.00019,0,0.0807,0.0073,-0.0073,0,0.1
421,421,HD 103720,0.62,0.025,-0.025,0,4.5557,0.0001,-0.0001,0,0.0498,0.0008,-0.0008,0,-0.02
422,422,HD 103891,2.89,0.94,-0.84,0,1919,14,-15,0,3.27,0.02,-0.01,0,-0.19
425,425,HD 10442,1.487,0.076,-0.076,0,1032.3,8.9,-8.9,0,2.01,0.12,-0.12,0,0
426,426,HD 104985,8.3,,,0,199.505,0.085,-0.085,0,0.95,,,0,-0.29
428,428,HD 105618,26.491,4.34,-2.827,0,77114.07158,22860.71764,-10271.15556,0,35.731,6.866,-3.639,0,
429,429,HD 105779,0.64,0.06,-0.06,0,2412,55,-52,0,3.38,0.05,-0.05,0,-0.25
430,430,HD 106252,10,0.78,-0.73,0,1531,4.7,-4.7,0,2.61,0.04,-0.04,0,-0.08
431,431,HD 106270,11.4,2.3,-1.2,0,1888,16,-16,0,3.34,0.2,-0.2,0,0.11
434,434,HD 10647,0.94,0.08,-0.08,0,989.2,8.1,-8.1,0,2.015,0.011,-0.011,0,-0.01
435,435,HD 106515 A,9.518,6.385,-0.128,0,3586.86089,59.17074,-34.26066,0,4.491,0.187,-0.187,0,0.06
436,436,HD 10697,5.743,1.011,-0.289,0,1075.3799,0.82091,-0.74513,0,2.051,0.079,-0.087,0,0.14
445,445,HD 108863,2.414,0.078,-0.078,0,437.7,2.8,-2.8,0,1.32,0.1,-0.1,0,0.04
446,446,HD 108874,1.42,0.09,-0.09,0,394.48123,0.6,-0.6,0,1.04,0.02,-0.02,0,0.21
447,447,HD 108874,0.99,0.06,-0.06,0,1624,23,-23,0,2.659,0.06,-0.06,0,0.21
448,448,HD 109246,0.86,0.25,-0.25,0,68.27,0.13,-0.13,0,0.33,0.01,-0.01,0,0.08
451,451,HD 109286,2.99,0.15,-0.15,0,520.1,2.3,-2.3,0,1.259,0.021,-0.022,0,0.05
453,453,HD 10975,0.45,0.06,-0.15,0,283.8,12.7,-0.1,0,0.95,0.06,-0.08,0,-0.21
454,454,HD 109988,21.821,2.265,-4.155,0,17132.15854,3942.55441,-2033.89457,0,12.518,1.517,-1.319,0,
455,455,HD 110014,11.09,1,-1,0,835.477,6.04,-6.04,0,2.14,0.03,-0.03,0,0.23
458,458,HD 110537,27.099,12.755,-8.99,0,24469.67342,9917.49437,-7987.53151,0,16.714,4.538,-3.907,0,0.09
459,459,HD 11112,8.176,0.627,-3.2,0,17244.90764,3936.68342,-1253.09468,0,13.38,2.17,-0.911,0,0.19
460,460,HD 111232,7.965,1.128,-0.479,0,1169.13202,0.6138,-0.39663,0,2.148,0.088,-0.097,0,-0.45
461,461,HD 111232,18.063,4.209,-1.612,0,26472.44623,5155.42268,-4507.69327,0,17.25,2.158,-2.151,0,-0.45
462,462,HD 111591,4.4,0.4,-0.4,0,1056.4,14.3,-14.3,0,2.5,0.1,-0.1,0,-0.13
463,463,HD 112640,5,1,-1,0,613.2,5.8,-5.8,0,1.7,0.1,-0.1,0,-0.09
464,464,HD 113337,3.259,0.377,-0.409,0,317.58639,1.62423,-1.4301,0,1.022,0.055,-0.062,0,0.24
465,465,HD 113337,19.821,2.43,-2.575,0,5429.93477,452.06707,-283.91966,0,6.805,0.536,-0.468,0,0.24
466,466,HIP 8541,0.804,0.166,-0.16,0,228.53731,3.24097,-3.78842,0,0.923,0.019,-0.022,0,-0.1
467,467,HIP 8541,7.714,1.895,-0.103,0,1852.14387,215.24662,-117.31046,0,3.729,0.3,-0.168,0,-0.1
468,468,HD 113538,0.36,0.04,-0.04,0,663.2,8.4,-7.4,0,1.24,0.04,-0.04,0,-0.24
469,469,HD 113538,0.93,0.06,-0.06,0,1818,25,-22,0,2.44,0.07,-0.07,0,-0.24
470,470,HD 113996,6.3,1,-1,0,610.2,3.8,-3.8,0,1.6,0.1,-0.1,0,0.13
471,471,HD 114082,8,1,-1,0,109.75,0.4,-0.37,0,0.5109,0.0081,-0.0083,0,0
472,472,HD 114386,1.14,0.13,-0.13,0,937.70001,16,-16,0,1.73,0.03,-0.03,0,-0.1
473,473,HD 114613,0.357,0.032,-0.032,0,4000,120,-120,0,5.34,0.26,-0.26,0,0.19
474,474,HD 114783,1.1,0.06,-0.06,0,493.7,1.8,-1.8,0,1.16,0.019,-0.019,0,0.04
475,475,HD 114783,0.611,0.056,-0.053,0,4319,151,-130,0,4.97,0.12,-0.11,0,0.04
476,476,HD 11505,7.899,3.245,-1.703,0,32669.22247,12712.99788,-7172.26632,0,20.247,4.792,-3.413,0,-0.22
477,477,HD 11506,4.88,1.986,-0.333,0,1613.74017,4.3363,-4.52954,0,2.8,0.123,-0.136,0,0.34
478,478,HD 11506,0.369,0.04,-0.047,0,223.95986,0.67408,-0.64624,0,0.75,0.033,-0.036,0,0.34
479,479,HD 11506,7.383,2.015,-1.085,0,14723.57452,2801.31728,-2758.84505,0,12.235,1.571,-1.762,0,0.34
481,481,HD 115404 A,10.319,1.473,-1.209,0,15319.22517,7240.32595,-3541.36457,0,11.364,3.301,-1.905,0,-0.16
482,482,HD 115954,8.45,0.61,-0.46,0,3700,1500,-390,0,5,1.3,-0.36,0,0.34
483,483,HD 117207,2.106,0.16,-0.089,0,2621.75,8.37,-8.53,0,3.787,0.034,-0.035,0,0.24
484,484,HD 11755,5.63,0.92,-0.92,0,433.70001,3.2,-3.2,0,1.09,0.04,-0.04,0,-0.74
486,486,HD 118203,2.79,0.25,-0.25,0,6.1335,0.0006,-0.0006,0,0.07,0,0,0,0.27
487,487,HD 11964,0.622,0.056,-0.056,0,1945,26,-26,0,3.16,0.19,-0.19,0,0.09
489,489,HD 11977,6.54,,,0,711,8,-8,0,1.93,,,0,-0.15
490,490,HD 120084,5.762,4.638,-0.285,0,2085.10024,20.97372,-32.40363,0,4.341,0.133,-0.155,0,0.07
491,491,HD 121504,1.51,0.13,-0.13,0,63.33,0.03,-0.03,0,0.33,0.01,-0.01,0,0.14
493,493,HD 12235,9.866,3.19,-1.781,0,36336.70679,9732.19598,-6058.52006,0,22.21,3.866,-2.766,0,0.31
495,495,HD 124330,0.75,0.06,-0.06,0,270.66,1.21,-1.21,0,0.86,0.04,-0.04,0,0.22
496,496,HD 12484,2.98,0.14,-0.14,0,58.83,0.08,-0.08,0,0.297,0.005,-0.005,0,0.09
497,497,HD 125271,10.904,1.876,-1.253,0,14901.99295,3707.63683,-3025.64091,0,10.817,1.757,-1.565,0,-0.22
498,498,HD 125390,27.204,4.128,-0.313,0,1757.39151,4.66922,-5.44185,0,3.496,0.066,-0.069,0,-0.02
500,500,HD 125612,2.974,0.245,-0.258,0,557.69994,0.68131,-0.69344,0,1.349,0.054,-0.059,0,0.26
502,502,HD 125612,7.178,0.932,-0.445,0,2822.72698,15.02596,-15.41723,0,3.982,0.159,-0.174,0,0.26
503,503,HD 12648,1.96,0.22,-0.22,0,133.60001,0.5,-0.5,0,0.54,0.02,-0.02,0,-0.57
505,505,HD 12661,2.43,0.14,-0.14,0,262.70862,0.083,-0.083,0,0.84,0.02,-0.02,0,0.39
506,506,HD 12661,1.812,0.048,-0.048,0,1708,14,-14,0,2.8145,0.0238,-0.0238,0,0.39
508,508,HD 128311,1.769,0.023,-0.023,0,453.019,0.404,-0.404,0,1.084,0.006,-0.006,0,-0.03
509,509,HD 128311,3.789,0.924,-0.432,0,921.538,1.15,-1.15,0,1.74,0.01,-0.01,0,-0.03
510,510,HD 128356,0.89,0.07,-0.07,0,298.2,1.6,-1.6,0,0.87,0.03,-0.03,0,0.26
511,511,HD 129445,2.51,1.1,-0.54,0,1840,55,-55,0,2.9,0.2,-0.2,0,0.36
512,512,HD 130322,1.15,,,0,10.70871,0.00018,-0.00018,0,0.0925,,,0,0.03
513,513,HD 131496,1.8,0.1,-0.1,0,896,16,-16,0,2.01,0.12,-0.12,0,0.12
514,514,HD 13167,3.31,0.16,-0.16,0,2613,17,-17,0,4.1,0.34,-0.34,0,0.19
515,515,HD 13189,10.95,2.92,-2.92,0,471.60001,6,-6,0,1.25,0.08,-0.08,0,-0.5
516,516,HD 132406,6.2,2.2,-1.1,0,974,39,-39,0,1.98,0.06,-0.06,0,0.12
517,517,HD 133131 A,1.42,0.04,-0.04,0,649,3,-3,0,1.44,0.005,-0.005,0,-0.25
518,518,HD 133131 A,0.42,0.15,-0.15,0,3568,1084,-1084,0,4.49,0.92,-0.92,0,-0.25
519,519,HD 133131 B,2.5,0.05,-0.05,0,5769,831,-831,0,6.15,0.59,-0.59,0,-0.28
522,522,HD 134987,1.61,0.07,-0.07,0,258.17999,0.07,-0.07,0,0.81,0.02,-0.02,0,0.29
523,523,HD 134987,0.82,0.03,-0.03,0,5000,400,-400,0,5.8,0.5,-0.5,0,0.29
524,524,HD 135872,5.489,1.443,-0.098,0,2422.32597,571.78773,-231.95308,0,4.172,0.625,-0.28,0,0.09
525,525,HD 136118,13.102,1.349,-1.265,0,1187.59765,2.22732,-2.38111,0,2.327,0.1,-0.11,0,-0.04
529,529,HD 136418,2.14,0.15,-0.15,0,464.29999,3.2,-3.2,0,1.29,0.03,-0.03,0,-0.08
530,530,HD 136925,0.84,0.078,-0.074,0,4540,160,-140,0,5.13,0.12,-0.11,0,
534,534,HD 137496,7.66,0.11,-0.11,0,479.9,1.1,-1,0,1.2163,0.0087,-0.0088,0,-0.03
537,537,HD 13908,0.865,0.035,-0.035,0,19.382,0.006,-0.006,0,0.154,0.0025,-0.0025,0,0
538,538,HD 13908,5.13,0.25,-0.25,0,931,17,-17,0,2.03,0.04,-0.04,0,0
539,539,HD 13931,2.8,0.81,-0.64,0,4218,390,-390,0,5.15,0.33,-0.33,0,0.04
540,540,HD 139357,19.871,4.416,-3.439,0,1124.79139,11.83794,-9.83725,0,2.949,0.094,-0.099,0,0.27
541,541,HD 1397,0.415,0.02,-0.02,0,11.53533,0.00079,-0.0008,0,0.1097,0.0011,-0.0013,0,0.16
542,542,HD 14067,15.737,7.031,-5.341,0,2721.23479,611.31433,-229.98136,0,5.236,0.774,-0.354,0,-0.09
544,544,HD 140901,6.284,1.341,-5.044,0,7417.50547,131.0292,-571.38447,0,7.421,0.322,-0.58,0,0.09
545,545,HD 141399,0.451,0.03,-0.03,0,94.44,0.05,-0.05,0,0.415,0.011,-0.011,0,0.3
546,546,HD 141399,1.33,0.08,-0.08,0,201.99,0.08,-0.08,0,0.689,0.02,-0.02,0,0.3
547,547,HD 141399,1.18,0.08,-0.08,0,1069.8,6.7,-6.7,0,2.09,0.06,-0.06,0,0.3
548,548,HD 141399,0.66,0.1,-0.1,0,5000,560,-2000,0,5,1.5,-1.5,0,0.3
549,549,HD 141937,9.69,0.4,-0.4,0,653.21997,1.2,-1.2,0,1.5,0.03,-0.03,0,0.14
550,550,HD 142022 A,4.51,0.91,-0.61,0,1928,46,-46,0,2.93,0.07,-0.07,0,0.22
551,551,HD 142415,1.67,0.12,-0.12,0,386.29999,1.6,-1.6,0,1.06,0.02,-0.02,0,0.14
552,552,HD 143105,1.21,0.06,-0.06,0,2.1974,0.0003,-0.0003,0,0.0379,0.0009,-0.0009,0,0.17
553,553,HD 143361,4.35,1.2,-0.66,0,1039.15,1.64,-1.7,0,1.988,0.018,-0.018,0,0.24
555,555,HD 145377,6.02,0.48,-0.48,0,103.95,0.13,-0.13,0,0.45,0.01,-0.01,0,0.15
556,556,HD 145457,2.23,0.42,-0.42,0,176.3,0.39,-0.39,0,0.76,0.04,-0.04,0,-0.14
557,557,HD 145934,2.072,1.634,-0.048,0,2751.53433,48.76203,-49.34891,0,4.89,0.108,-0.113,0,
560,560,HD 147018,2.12,0.07,-0.07,0,44.236,0.008,-0.008,0,0.2388,0.0039,-0.0039,0,0.2
561,561,HD 147018,6.56,0.32,-0.32,0,1008,18,-18,0,1.922,0.039,-0.039,0,0.2
563,563,HD 147513,1.21,,,0,528.4,6.3,-6.3,0,1.32,,,0,0.04
564,564,HD 14787,1.121,0.069,-0.069,0,676.6,8.1,-8.1,0,1.7,0.19,-0.19,0,-0.01
565,565,HD 147873,5.14,0.34,-0.34,0,116.596,0.023,-0.023,0,0.522,0.018,-0.018,0,0.26
566,566,HD 147873,2.3,0.18,-0.18,0,491.54,0.79,-0.79,0,1.36,0.05,-0.05,0,0.26
567,567,HD 148156,0.85,0.67,-0.05,0,1027,28,-28,0,2.45,0.04,-0.05,0,0.28
568,568,HD 148164,1.23,0.25,-0.25,0,328.55,0.41,-0.41,0,0.993,0.066,-0.066,0,0.26
569,569,HD 148164,5.16,0.82,-0.82,0,5062,114,-114,0,6.15,0.5,-0.5,0,0.26
570,570,HD 148427,1.3,0.17,-0.17,0,331.5,3,-3,0,1.04,0.02,-0.02,0,0.04
571,571,HD 149026,0.38,0.06,-0.06,0,2.87589,0.000002,-0.000002,0,0.04364,0.00022,-0.00022,0,0.37
572,572,HD 149143,1.33,0.15,-0.15,0,4.07182,0.00001,-0.00001,0,0.053,0.0029,-0.0029,0,0.33
573,573,HD 149806,12.597,2.694,-2.782,0,16521.52778,6426.22918,-3696.60573,0,12.404,3.103,-2.056,0,0.22
574,574,HD 150010,2.4,0.4,-0.4,0,562,8,-8,0,1.4,0.1,-0.1,0,-0.25
575,575,HD 1502,2.75,0.16,-0.16,0,428.5,1.2,-1.2,0,1.262,0.092,-0.092,0,0
576,576,HD 150706,2.43,0.48,-0.38,0,5894,5584,-1498,0,6.7,4,-1.4,0,-0.04
578,578,HD 151450,5.148,1.18,-1.058,0,18144.76236,5356.32955,-4350.39093,0,14.131,2.742,-2.52,0,
579,579,HD 152079,2.661,0.046,-0.046,0,2918.92,37.87,-39.28,0,4.187,0.051,-0.053,0,0.29
580,580,HD 152581,1.869,0.071,-0.071,0,686.5,4.8,-4.8,0,1.66,0.3,-0.3,0,-0.28
585,585,HD 153557,27.454,3.556,-3.496,0,40654.64809,3874.17546,-4234.02733,0,21.449,1.487,-1.746,0,
586,586,HD 153950,2.95,0.29,-0.29,0,499.39999,3.6,-3.6,0,1.28,0.02,-0.02,0,-0.01
588,588,HD 154345,1.19,0.14,-0.11,0,3341.55884,93,-93,0,4.21,0.1,-0.1,0,-0.15
589,589,HD 154672,5.37,0.39,-0.39,0,163.94,0.01,-0.01,0,0.6,0.02,-0.02,0,0.26
590,590,HD 154857,2.45,0.11,-0.11,0,408.60001,0.5,-0.5,0,1.29,0.02,-0.02,0,-0.26
591,591,HD 154857,2.58,0.16,-0.16,0,3452,105,-105,0,5.36,0.09,-0.09,0,-0.26
592,592,HD 155193,0.75,0.06,-0.06,0,352.65,2.58,-2.58,0,1.04,0.04,-0.04,0,0.05
593,593,HD 155358,0.99,0.08,-0.08,0,194.3,0.3,-0.3,0,0.63,0.02,-0.02,0,-0.64
594,594,HD 155358,0.82,0.07,-0.07,0,391.9,1,-1,0,1.02,0.02,-0.02,0,-0.64
596,596,HD 155918,5.909,0.653,-0.766,0,17202.19446,2100.79072,-1950.03472,0,13.183,1.17,-1.179,0,-0.66
598,598,HD 156098,5.228,1.938,-1.287,0,7841.5839,247.41756,-516.56728,0,8.415,0.396,-0.629,0,0.12
599,599,HD 156279,9.432,0.762,-0.801,0,133.40355,0.00417,-0.00405,0,0.502,0.02,-0.022,0,0.14
600,600,HD 156279,9.75,1.319,-0.605,0,4818.25358,44.45769,-43.09387,0,5.486,0.219,-0.24,0,0.14
601,601,HD 156411,0.74,0.05,-0.04,0,842.2,14.5,-14.5,0,1.88,0.03,-0.04,0,-0.1
604,604,HD 156846,10.67,0.74,-0.74,0,359.51001,0.09,-0.09,0,1.12,0.02,-0.02,0,0.23
605,605,HD 158038,1.53,0.47,-0.47,0,521,6.9,-6.9,0,1.5,0.04,-0.04,0,0.2
611,611,HD 158996,14,2.3,-2.3,0,820.2,14,-14,0,2.1,0.2,-0.2,0,-0.2
612,612,HD 159243,1.13,0.05,-0.05,0,12.62,0.004,-0.004,0,0.11,0.002,-0.002,0,0.01
613,613,HD 159243,1.9,0.13,-0.13,0,248.4,4.9,-4.9,0,0.8,0.02,-0.02,0,0.01
614,614,HD 159868,2.218,0.059,-0.059,0,1184.1,7.1,-7.1,0,2.32,0.14,-0.14,0,-0.04
615,615,HD 159868,0.768,0.044,-0.044,0,351,1.1,-1.1,0,1.032,0.064,-0.064,0,-0.04
616,616,HD 1605,0.934,0.079,-0.079,0,577.2,2.5,-2.5,0,1.492,0.038,-0.038,0,0.13
617,617,HD 1605,3.62,0.23,-0.23,0,2149,16,-16,0,3.584,0.099,-0.099,0,0.13
618,618,HD 161178,0.57,0.02,-0.16,0,279.3,1,-0.8,0,0.85,0.05,-0.07,0,-0.21
619,619,HD 16175,5.9,1.8,-1,0,990,20,-20,0,2.12,0.07,-0.07,0,0.29
620,620,HD 162020,9.84,2.75,-2.75,0,8.4282,0.000056,-0.000056,0,0.08,0,0,0,-0.06
621,621,HD 163607,0.7836,0.0098,-0.0098,0,75.2203,0.0094,-0.0094,0,0.362,0.016,-0.016,0,0.22
622,622,HD 163607,2.201,0.037,-0.037,0,1272,4.4,-4.4,0,2.39,0.11,-0.11,0,0.22
624,624,HD 164509,0.443,0.083,-0.083,0,280.17,0.82,-0.82,0,0.87,0.051,-0.051,0,0.22
626,626,HD 164604,1.99792,0.25894,-0.25894,0,641.472,10.129,-10.129,0,1.331,0.029,-0.029,0,0.13
627,627,HD 164922,0.36497,0.03146,-0.03776,0,1207,4,-5,0,2.16,0.03,-0.03,0,0.15
631,631,HD 165155,2.89,0.23,-0.23,0,434.5,2.1,-2.1,0,1.13,0.04,-0.04,0,0.12
632,632,HD 1666,6.43,0.31,-0.22,0,270,0.8,-0.9,0,0.94,0.01,-0.02,0,0.39
633,633,HD 166724,3.8,0.65,-0.29,0,5144,705,-467,0,5.42,0.43,-0.43,0,-0.08
634,634,HD 167042,1.7,0.09,-0.12,0,420.77,3.48,-3.11,0,1.32,0.03,-0.04,0,0.06
635,635,HD 167768,0.85,0.12,-0.11,0,20.6532,0.0034,-0.0035,0,0.1512,0.0058,-0.0063,0,-0.75
636,636,HD 168443,7.628,0.606,-0.633,0,58.11187,0.00024,-0.00018,0,0.292,0.011,-0.012,0,0.07
637,637,HD 168443,17.306,2.55,-0.906,0,1753.1096,0.77149,-0.72042,0,2.842,0.11,-0.12,0,0.07
639,639,HD 168863,6.78,1.114,-1.096,0,14773.93272,8638.61024,-2644.05863,0,10.961,3.798,-1.423,0,0.16
640,640,HD 1690,8.79,3.63,-3.63,0,533,1.7,-1.7,0,1.36,0.09,-0.09,0,-0.25
641,641,HD 16905,9.065,1.313,-1.413,0,6707.49126,2780.30614,-544.632,0,6.443,1.592,-0.441,0,0.24
642,642,HD 169830,2.531,0.224,-0.237,0,225.67372,0.05685,-0.065,0,0.765,0.033,-0.036,0,0.18
643,643,HD 169830,7.669,1.937,-2.755,0,1818.82339,5.67578,-6.41838,0,3.075,0.132,-0.146,0,0.18
644,644,HD 170469,0.66,0.11,-0.11,0,1145,18,-18,0,2.24,0.05,-0.05,0,0.34
645,645,HD 17092,10.13,2.29,-2.29,0,359.89999,2.4,-2.4,0,1.31,0.06,-0.06,0,0.11
646,646,HD 171028,2.62,0.16,-0.16,0,550,3,-3,0,1.32,0.03,-0.03,0,-0.48
647,647,HD 171238,8.8,3.6,-1.3,0,1532,12,-12,0,2.57,0.16,-0.16,0,0.21
648,648,HD 17156,3.51,0.21,-0.21,0,21.21663,0.00045,-0.00045,0,0.16278,0.00076,-0.00076,0,0.22
649,649,HD 173416,2.7,0.3,-0.3,0,323.6,2.2,-2.2,0,1.16,0.06,-0.06,0,-0.1
650,650,HD 174205,4.2,0.5,-0.5,0,582,17,-17,0,1.7,0.1,-0.1,0,-0.28
651,651,HD 174205,4.2,0.5,-0.5,0,582,17,-17,0,1.7,0.1,-0.1,0,-0.28
652,652,HD 175167,6.411,1.392,-0.311,0,1276.07604,0.71735,-0.67095,0,2.307,0.095,-0.104,0,0.35
653,653,HD 175541,0.598,0.029,-0.029,0,298.43,0.45,-0.45,0,0.975,0.087,-0.087,0,-0.12
655,655,HD 17674,0.87,0.07,-0.06,0,623.8,1.6,-1.5,0,1.42,0.04,-0.05,0,-0.17
659,659,HD 178911 B,8.03,2.51,-2.51,0,71.484,0.02,-0.02,0,0.34,0.01,-0.01,0,0.21
661,661,HD 179949,0.916,0.076,-0.076,0,3.092514,0.000032,-0.000032,0,0.0443,0.0026,-0.0026,0,0.23
662,662,HD 180053,2.194,0.064,-0.064,0,213.72,0.47,-0.47,0,0.843,0.063,-0.063,0,0.24
663,663,HD 18015,3.3,0.68,-0.41,0,2278,71,-71,0,3.87,0.32,-0.32,0,-0.11
664,664,HD 180314,20.13,1.66,-1.66,0,396.03,0.62,-0.62,0,1.46,0.06,-0.06,0,0.13
665,665,HD 180902,1.685,0.041,-0.041,0,510.9,1.5,-1.5,0,1.4,0.11,-0.11,0,0.04
666,666,HD 181234,9.379,1.01,-0.993,0,7593.40512,113.6102,-121.82598,0,7.427,0.304,-0.34,0,0.32
667,667,HD 181342,2.54,0.19,-0.19,0,564.1,4.1,-4.1,0,1.592,0.091,-0.091,0,0.17
669,669,HD 18143,9.998,1.961,-1.871,0,28982.41764,18264.56731,-7978.16709,0,17.53,6.587,-3.447,0,0.28
671,671,HD 181433,0.64,,,0,962,15,-15,0,1.76,,,0,0.31
672,672,HD 181433,0.54,,,0,2172,158,-158,0,3,,,0,0.31
673,673,HD 181720,0.4,0.06,-0.06,0,956,14,-14,0,1.85,0.04,-0.04,0,-0.51
674,674,HD 183263,3.471,0.289,-0.304,0,624.87404,0.2537,-0.26179,0,1.46,0.06,-0.065,0,0.31
675,675,HD 183263,9.31,1.522,-1.822,0,4667.97841,18.57225,-17.90216,0,5.585,0.228,-0.251,0,0.31
677,677,HD 184010,0.31,0.03,-0.04,0,286.6,2.4,-0.7,0,0.94,0.005,-0.001,0,-0.17
679,679,HD 184010,0.45,0.04,-0.06,0,836.4,8.4,-8.4,0,1.92,0.012,-0.012,0,-0.17
680,680,HD 187085,0.836,0.011,-0.011,0,1019.74,21.29,-22.58,0,2.1,0.032,-0.032,0,0.14
681,681,HD 187123,0.523,0.043,-0.043,0,3.0965828,0.0000078,-0.0000078,0,0.0426,0.0025,-0.0025,0,0.12
682,682,HD 187123,1.99,0.25,-0.25,0,3810,420,-420,0,4.89,0.53,-0.53,0,0.12
683,683,HD 18742,3.4,1.2,-1.2,0,766,25,-25,0,1.82,0.14,-0.14,0,-0.12
684,684,HD 188015,1.5,0.13,-0.13,0,461.2,1.7,-1.7,0,1.203,0.07,-0.07,0,0.27
685,685,HD 188641,29.365,5.984,-3.712,0,14583.81038,3328.20988,-2616.26788,0,12.027,1.897,-1.567,0,-0.08
688,688,HD 189733,1.13,0.08,-0.08,0,2.21857567,0.00000015,-0.00000015,0,0.03126,0.00036,-0.00036,0,-0.08
690,690,HD 190228,5.03,1.19,-0.003,0,1143.59858,1.76742,-1.7068,0,2.406,0.045,-0.047,0,-0.27
691,691,HD 190360,1.8,0.2,-0.2,0,2854,13,-13,0,3.9,0.2,-0.2,0,0.25
693,693,HD 190647,1.985,0.033,-0.033,0,1176.45,3.1,-2.83,0,2.231,0.019,-0.019,0,0.24
694,694,HD 190984,3.58,1.2,-0.45,0,4885,1600,-1600,0,5.5,,,0,-0.46
695,695,HD 191806,9.334,0.919,-0.852,0,1603.38923,9.94172,-11.31279,0,2.749,0.106,-0.118,0,0.3
699,699,HD 191939,0.35302,0.01259,-0.01259,0,101.12,0.13,-0.13,0,0.407,0.012,-0.012,0,-0.22
700,700,HD 191939,2.07659,,,0,2200,,,-1,3.2,,,-1,-0.22
702,702,HD 192263,0.56,0.05,-0.05,0,24.3556,0.0046,-0.0046,0,0.15,0,0,0,-0.11
703,703,HD 192699,2.096,0.093,-0.093,0,340.94,0.92,-0.92,0,1.063,0.049,-0.049,0,-0.2
704,704,HD 194490,11.207,1.764,-1.329,0,13092.18348,3494.64637,-2509.99734,0,11.116,2.007,-1.511,0,0.08
705,705,HD 195019,3.98,0.17,-0.17,0,18.20132,0.00039,-0.00039,0,0.14,0,0,0,0.07
706,706,HD 196050,4.55,0.69,-0.72,0,1378,21,-21,0,2.51,0.05,-0.05,0,0.26
707,707,HD 196067,12.5,2.5,-1.8,0,3638,232,-185,0,5.02,0.19,-0.19,0,0.27
708,708,HD 19615,8.5,0.7,-0.7,0,402,2,-2,0,1.1,0.1,-0.1,0,-0.31
709,709,HD 196885 A,2.58,0.16,-0.16,0,1333,15,-15,0,2.37,0.02,-0.02,0,0.25
713,713,HD 200964,1.599,0.067,-0.067,0,606.3,3.8,-3.8,0,1.565,0.083,-0.083,0,-0.17
714,714,HD 200964,1.214,0.072,-0.072,0,852.5,7.1,-7.1,0,1.96,0.1,-0.1,0,-0.17
715,715,HD 202696,1.996,0.22,-0.1,-1,517.8,8.9,-3.9,0,1.566,0.016,-0.007,0,0.02
716,716,HD 202696,1.864,0.177,-0.227,-1,946.6,20.7,-20.9,0,2.342,0.034,-0.035,0,0.02
